Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,CouncilArea_filled
Maribyrnong,25 Cedar Dr,3,h,870000,SP,Nelson,03/12/2016,8.7,3032,3,2,2.0,392,1970.0,Maribyrnong,-37.774,1.448.744,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,101/55 Cumberland Dr,2,u,635000,PI,Nelson,03/12/2016,8.7,3032,2,2,1.0,0,1970.0,Maribyrnong,-377.865,1.449.008,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,6 Londrew Ct,3,h,975000,PI,Burnham,03/12/2016,8.7,3032,3,1,2.0,597,1970.0,Maribyrnong,-3.776.300.000.000.000,1.448.877,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,6 Kynoch La,3,t,560000,VB,Biggin,04/02/2016,8.7,3032,3,2,2.0,77,2004.0,Maribyrnong,-377.746,1.448.798,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,53 Wests Rd,3,t,560000,VB,Biggin,04/02/2016,8.7,3032,3,2,2.0,83,2000.0,Maribyrnong,-377.719,1.448.815,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,8/42 Wests Rd,2,t,355000,SP,Biggin,04/06/2016,8.7,3032,2,1,1.0,0,2004.0,Maribyrnong,-377.716,144.882,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,18 Blair St,3,t,550000,SP,Biggin,07/05/2016,8.7,3032,3,2,2.0,77,2000.0,Maribyrnong,-377.743,1.448.797,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,104 Gatehouse Pl,2,u,420000,SP,Biggin,07/05/2016,8.7,3032,2,1,2.0,1334,1940.0,Maribyrnong,-37.773,1.448.806,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,8/10 Middle Rd,2,h,399000,S,Raine,07/05/2016,8.7,3032,2,1,1.0,904,1985.0,Maribyrnong,-377.679,1.448.935,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,3 Valnere St,4,h,940000,SP,Biggin,07/05/2016,8.7,3032,4,2,1.0,516,1970.0,Maribyrnong,-377.839,1.448.853,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,5 Kallara Gr,3,t,730000,S,Nelson,07/11/2016,8.7,3032,3,1,2.0,250,2000.0,Maribyrnong,-377.861,1.448.897,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,3/41 Pridham St,2,u,425000,S,Trimson,07/11/2016,8.7,3032,2,1,1.0,170,1970.0,Maribyrnong,-377.818,1.448.859,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,3/6 Randall St,3,u,662500,S,Rendina,07/11/2016,8.7,3032,3,2,2.0,202,2006.0,Maribyrnong,-37.768,1.448.894,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,41 River St,3,h,986500,S,Biggin,08/10/2016,8.7,3032,3,1,1.0,629,1970.0,Maribyrnong,-377.798,1.448.872,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,44 Blair St,2,t,410000,S,Biggin,10/09/2016,8.7,3032,2,1,2.0,53,2000.0,Maribyrnong,-377.736,1.448.798,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,28 Kellaway St,3,h,920000,SP,Biggin,10/09/2016,8.7,3032,3,1,2.0,689,1920.0,Maribyrnong,-377.823,144.887,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,33 Newstead St,3,h,1320000,S,Nelson,10/09/2016,8.7,3032,3,2,2.0,645,1900.0,Maribyrnong,-377.662,1.448.971,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,9 Rylie La,3,h,680000,SP,Biggin,10/09/2016,8.7,3032,3,2,2.0,225,1970.0,Maribyrnong,-377.699,1.448.791,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,7/3 Ensign St,2,u,330000,SP,Biggin,10/12/2016,8.7,3032,2,1,1.0,950,1970.0,Maribyrnong,-377.665,1.449.004,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,455 Gordon St,3,t,1011000,S,Greg,11/02/2017,8.7,3032,3,2,2.0,225,1970.0,Maribyrnong,-377.867,1.448.906,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,12 Marin La,3,h,847000,S,Nelson,12/11/2016,8.7,3032,3,2,2.0,222,2002.0,Maribyrnong,-377.697,144.878,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,104/5 Ordnance Res,2,u,400000,SP,Biggin,12/11/2016,8.7,3032,2,1,2.0,1334,2007.0,Maribyrnong,-377.706,1.448.805,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,9 Dale St,4,h,1100000,PI,Nelson,14/05/2016,8.7,3032,4,2,2.0,586,1970.0,Maribyrnong,-377.648,1.448.881,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,26 Mitchell St,3,h,1072000,S,Biggin,14/05/2016,8.7,3032,3,2,2.0,1334,1955.0,Maribyrnong,-377.833,144.888,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,2/105 Raleigh Rd,2,t,479000,S,Rendina,14/05/2016,8.7,3032,2,2,1.0,0,1970.0,Maribyrnong,-377.691,1.448.905,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,3/105 Raleigh Rd,2,t,470000,S,Redina,14/05/2016,8.7,3032,2,2,1.0,0,1970.0,Maribyrnong,-377.692,1.448.905,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,4/105 Raleigh Rd,2,t,510000,PI,Redina,14/05/2016,8.7,3032,2,2,1.0,176,2010.0,Maribyrnong,-377.693,1.448.905,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,112 Edgewater Bvd,3,t,865000,PI,Clairmont,16/04/2016,8.7,3032,3,2,2.0,151,2010.0,Maribyrnong,-377.855,1.448.958,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,42/2 Horizon Dr,2,u,488000,S,Barry,16/04/2016,8.7,3032,2,2,2.0,0,1970.0,Maribyrnong,-377.752,1.448.925,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,5 Lyric St,4,h,940000,S,GL,16/04/2016,8.7,3032,4,2,1.0,325,2004.0,Maribyrnong,-377.822,144.892,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,3/26 Middle Rd,2,t,570000,S,Jas,16/04/2016,8.7,3032,3,1,2.0,98,2009.0,Maribyrnong,-377.677,1.448.925,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,7/13 Navigator St,2,h,335000,S,hockingstuart,17/09/2016,8.7,3032,2,1,1.0,0,1970.0,Maribyrnong,-377.681,1.448.979,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,20/9 Fabian Ct,2,t,429000,S,Trimson,18/03/2017,8.7,3032,2,1,1.0,83,1980.0,Maribyrnong,-377.732,1.448.927,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,44/2 Horizon Dr,2,u,495000,S,Brad,18/03/2017,8.7,3032,2,2,2.0,1334,1970.0,Maribyrnong,-377.752,1.448.925,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,1 Nayook La,3,t,820000,VB,Biggin,18/03/2017,8.7,3032,3,2,2.0,275,1970.0,Maribyrnong,-377.719,1.448.767,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,23/4 Wests Rd,3,h,456000,SP,Raine,18/03/2017,8.7,3032,3,2,2.0,1334,2005.0,Maribyrnong,-377.737,1.448.816,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,705/60 Edgewater Bvd,2,u,566000,S,Raine,18/06/2016,8.7,3032,2,2,1.0,1334,2012.0,Maribyrnong,-377.853,1.448.944,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,19/9 Fabian Ct,2,t,408000,S,Nelson,18/06/2016,8.7,3032,2,1,1.0,85,1980.0,Maribyrnong,-377.732,1.448.927,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,37 Skyline Dr,4,h,1040000,S,Biggin,18/06/2016,8.7,3032,4,3,2.0,298,1970.0,Maribyrnong,-377.858,1.448.937,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,211/20 Pier La,2,u,470000,VB,Trimson,19/11/2016,8.7,3032,2,2,1.0,0,2011.0,Maribyrnong,-377.853,1.448.999,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,101 Raleigh Rd,3,h,1460000,S,Woodards,19/11/2016,8.7,3032,3,1,2.0,926,1970.0,Maribyrnong,-37.769,1.448.909,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,6/4 Belvedere Cl,3,h,780000,VB,Nelson,22/05/2016,8.7,3032,3,3,2.0,173,2000.0,Maribyrnong,-37.773,1.448.947,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,31 Forge Cl,3,t,675000,SP,First,22/05/2016,8.7,3032,3,2,2.0,210,1970.0,Maribyrnong,-377.732,144.879,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,28 Blair St,2,t,440000,PI,Rendina,22/08/2016,8.7,3032,2,1,2.0,54,2000.0,Maribyrnong,-37.774,1.448.797,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,2 Murnong St,4,h,1048700,SP,Brad,23/04/2016,8.7,3032,3,2,2.0,452,1999.0,Maribyrnong,-37.774,144.877,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,28 Blair St,2,t,400000,PI,Rendina,24/09/2016,8.7,3032,2,1,2.0,54,2000.0,Maribyrnong,-37.774,1.448.797,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,23 Duffy St,4,h,1180000,SP,Maddison,25/02/2017,8.7,3032,4,3,2.0,688,1960.0,Maribyrnong,-377.713,1.448.937,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,9 Lyric St,4,h,1117000,S,Sweeney,25/02/2017,8.7,3032,4,3,2.0,325,2005.0,Maribyrnong,-377.822,1.448.922,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,4/47 Middle Rd,2,u,420000,S,Alexkarbon,25/02/2017,8.7,3032,2,1,1.0,0,1970.0,Maribyrnong,-377.678,1.448.899,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,329 Gordon St,4,h,770000,SP,Jas,26/07/2016,8.7,3032,4,2,2.0,215,2000.0,Maribyrnong,-377.817,1.448.916,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,34 Mitchell St,3,h,905000,S,Biggin,27/06/2016,8.7,3032,3,1,2.0,696,1970.0,Maribyrnong,-377.832,1.448.864,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,66 Raleigh Rd,3,h,907000,S,Raine,27/11/2016,8.7,3032,3,1,2.0,678,1950.0,Maribyrnong,-37.769,1.448.935,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,110/44 Skyline Dr,2,u,570000,PI,McDonald,27/11/2016,8.7,3032,2,2,1.0,1334,2012.0,Maribyrnong,-377.853,1.448.944,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,75 Edgewater Bvd,3,h,820000,PI,Biggin,28/05/2016,8.7,3032,3,2,2.0,203,2006.0,Maribyrnong,-377.853,1.448.972,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,39 Kellaway St,3,h,940000,S,Jas,28/05/2016,8.7,3032,3,1,1.0,695,1940.0,Maribyrnong,-377.825,144.886,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,31 Monash St,4,h,1030000,S,Jas,28/05/2016,8.7,3032,4,2,1.0,573,1925.0,Maribyrnong,-377.844,1.448.876,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,6 Ibis Pl,4,h,1230000,SP,Biggin,28/08/2016,8.7,3032,3,3,2.0,270,2009.0,Maribyrnong,-377.847,1.448.962,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,90 Blair St,3,h,460000,VB,Nelson,30/07/2016,8.7,3032,3,2,1.0,95,2001.0,Maribyrnong,-37.772,1.448.801,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,12 Ibis Pl,3,h,884500,S,Jellis,30/07/2016,8.7,3032,3,2,2.0,211,2005.0,Maribyrnong,-377.848,1.448.969,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,34 MacEdon St,3,h,1010000,S,Biggin,30/07/2016,8.7,3032,3,1,1.0,594,1940.0,Maribyrnong,-377.804,1.448.878,Western Metropolitan,4918.0,Maribyrnong
Maribyrnong,3/4 Navigator St,2,u,330000,S,Woodards,30/07/2016,8.7,3032,2,1,1.0,0,1970.0,Maribyrnong,-377.689,1.448.981,Western Metropolitan,4918.0,Maribyrnong
Melbourne,902/16 Liverpool St,1,u,427000,S,Harcourts,03/12/2016,2.8,3000,1,1,0.0,0,1970.0,Melbourne,-378.111,1.449.715,Northern Metropolitan,17496.0,Melbourne
Melbourne,14/2 Exhibition St,2,u,1160500,S,Kay,04/03/2017,2.8,3000,2,2,1.0,1334,2006.0,Melbourne,-378.157,1.449.727,Northern Metropolitan,17496.0,Melbourne
Melbourne,2306/265 Exhibition St,2,u,780000,SP,Galldon,04/06/2016,2.8,3000,2,2,1.0,0,1997.0,Melbourne,-378.095,1.449.691,Northern Metropolitan,17496.0,Melbourne
Melbourne,1501/87 Franklin St,2,u,535000,S,HAR,07/05/2016,2.8,3000,2,1,1.0,0,2001.0,Melbourne,-37.808,1.449.617,Northern Metropolitan,17496.0,Melbourne
Melbourne,3811/80 Abeckett St,2,u,450000,VB,MICM,07/11/2016,2.8,3000,2,1,1.0,0,2014.0,Melbourne,-378.091,1.449.609,Northern Metropolitan,17496.0,Melbourne
Melbourne,405/270 King St,2,u,360000,VB,LITTLE,07/11/2016,2.8,3000,2,1,0.0,0,1974.0,Melbourne,-378.138,1.449.548,Northern Metropolitan,17496.0,Melbourne
Melbourne,805/300 Swanston St,2,u,665000,S,Purplebricks,07/11/2016,2.8,3000,2,1,1.0,0,2004.0,Melbourne,-378.106,1.449.646,Northern Metropolitan,17496.0,Melbourne
Melbourne,1615/250 Elizabeth St,1,u,386000,S,Dingle,10/09/2016,2.8,3000,1,1,0.0,0,1976.0,Melbourne,-378.127,1.449.627,Northern Metropolitan,17496.0,Melbourne
Melbourne,49/2 Exhibition St,1,u,659000,S,Harcourts,10/09/2016,2.8,3000,1,1,1.0,0,2006.0,Melbourne,-378.157,1.449.727,Northern Metropolitan,17496.0,Melbourne
Melbourne,1/5 Davisons Pl,2,u,671000,SP,MICM,10/12/2016,2.8,3000,2,1,1.0,0,1970.0,Melbourne,-378.089,144.967,Northern Metropolitan,17496.0,Melbourne
Melbourne,2111/620 Collins St,2,u,545000,SP,Greg,12/11/2016,2.8,3000,2,1,1.0,0,2002.0,Melbourne,-378.188,1.449.544,Northern Metropolitan,17496.0,Melbourne
Melbourne,2206/60 Market St,1,u,450000,VB,Dingle,12/11/2016,2.8,3000,1,1,0.0,0,1960.0,Melbourne,-378.178,1.449.607,Northern Metropolitan,17496.0,Melbourne
Melbourne,308/16 Liverpool St,1,u,432000,S,LITTLE,13/08/2016,2.8,3000,1,1,1.0,0,2005.0,Melbourne,-378.111,1.449.715,Northern Metropolitan,17496.0,Melbourne
Melbourne,816/300 Swanston St,1,u,400000,VB,Greg,13/08/2016,2.8,3000,1,1,1.0,0,2005.0,Melbourne,-378.106,1.449.646,Northern Metropolitan,17496.0,Melbourne
Melbourne,928/43 Therry St,1,u,210000,VB,Greg,13/08/2016,2.8,3000,1,1,0.0,0,1970.0,Melbourne,-378.078,144.961,Northern Metropolitan,17496.0,Melbourne
Melbourne,901/265 Exhibition St,3,u,750000,S,Greg,15/10/2016,2.8,3000,3,2,1.0,0,1998.0,Melbourne,-378.095,1.449.691,Northern Metropolitan,17496.0,Melbourne
Melbourne,208/108 Flinders St,1,u,375000,PI,LITTLE,15/10/2016,2.8,3000,1,1,0.0,1334,2014.0,Melbourne,-378.161,1.449.712,Northern Metropolitan,17496.0,Melbourne
Melbourne,33/300 King St,1,u,680000,S,MICM,17/09/2016,2.8,3000,1,1,2.0,0,1965.0,Melbourne,-378.132,1.449.545,Northern Metropolitan,17496.0,Melbourne
Melbourne,1001/639 Little Bourke St,2,u,470000,VB,Greg,18/03/2017,2.8,3000,2,1,2.0,0,1917.0,Melbourne,-37.816,1.449.535,Northern Metropolitan,17496.0,Melbourne
Melbourne,3301/288 Spencer St,2,u,650000,VB,Elite,18/03/2017,2.8,3000,2,1,1.0,0,1970.0,Melbourne,-378.138,144.952,Northern Metropolitan,17496.0,Melbourne
Melbourne,715/300 Swanston St,2,u,483000,S,Greg,18/03/2017,2.8,3000,1,1,1.0,0,2004.0,Melbourne,-378.106,1.449.646,Northern Metropolitan,17496.0,Melbourne
Melbourne,304/8 Sutherland St,3,u,610000,S,Pagan,18/06/2016,2.8,3000,3,2,0.0,0,1970.0,Melbourne,-378.114,144.961,Northern Metropolitan,17496.0,Melbourne
Melbourne,32/2 Exhibition St,1,u,700000,VB,Castran,19/11/2016,2.8,3000,1,1,1.0,0,1920.0,Melbourne,-378.157,1.449.727,Northern Metropolitan,17496.0,Melbourne
Melbourne,1206/483 Swanston St,2,u,520000,VB,Greg,19/11/2016,2.8,3000,1,1,1.0,1334,2005.0,Melbourne,-378.072,1.449.623,Northern Metropolitan,17496.0,Melbourne
Melbourne,303/166 Flinders St,1,u,440000,S,Harcourts,22/08/2016,2.8,3000,1,1,1.0,0,1920.0,Melbourne,-378.168,1.449.691,Northern Metropolitan,17496.0,Melbourne
Melbourne,43/1 Exhibition St,1,u,436000,S,RT,23/04/2016,2.8,3000,1,1,0.0,0,1970.0,Melbourne,-378.159,144.972,Northern Metropolitan,17496.0,Melbourne
Melbourne,507/325 Collins St,2,u,733000,S,MICM,24/09/2016,2.8,3000,2,2,1.0,0,1965.0,Melbourne,-378.166,1.449.635,Northern Metropolitan,17496.0,Melbourne
Melbourne,702/108 Flinders St,2,u,675000,VB,Kay,24/09/2016,2.8,3000,2,2,1.0,0,2014.0,Melbourne,-378.161,1.449.712,Northern Metropolitan,17496.0,Melbourne
Melbourne,60 Hayward La,3,h,1630000,S,Dingle,25/02/2017,2.8,3000,3,2,0.0,95,1970.0,Melbourne,-378.092,144.967,Northern Metropolitan,17496.0,Melbourne
Melbourne,1003/265 Exhibition St,3,u,760000,S,hockingstuart,28/05/2016,2.8,3000,2,2,1.0,0,1997.0,Melbourne,-378.095,1.449.691,Northern Metropolitan,17496.0,Melbourne
Melbourne,103/565 Flinders St,2,u,360000,VB,Dingle,28/08/2016,2.8,3000,1,1,1.0,1136,2009.0,Melbourne,-378.211,1.449.559,Northern Metropolitan,17496.0,Melbourne
Melbourne,509/33 MacKenzie St,2,u,390000,PI,Dingle,30/07/2016,2.8,3000,2,1,1.0,1334,2012.0,Melbourne,-378.077,1.449.668,Northern Metropolitan,17496.0,Melbourne
Middle Park,277 Danks St,3,h,2255000,VB,Cayzer,03/09/2016,4.1,3206,3,1,1.0,279,1900.0,Port Phillip,-378.499,144.957,Southern Metropolitan,2019.0,Port Phillip
Middle Park,198 Page St,3,h,2255000,S,Cayzer,03/12/2016,4.1,3206,3,1,2.0,277,1900.0,Port Phillip,-378.516,1.449.624,Southern Metropolitan,2019.0,Port Phillip
Middle Park,96 Hambleton St,3,h,2255000,S,Marshall,04/03/2017,4.1,3206,3,2,0.0,300,1970.0,Port Phillip,-378.477,1.449.607,Southern Metropolitan,2019.0,Port Phillip
Middle Park,2/61 Canterbury Rd,2,u,535000,S,hockingstuart,04/06/2016,4.1,3206,2,1,1.0,760,1930.0,Port Phillip,-378.474,1.449.625,Southern Metropolitan,2019.0,Port Phillip
Middle Park,5/143 Canterbury Rd,1,u,400000,S,RT,08/10/2016,4.1,3206,1,1,1.0,0,1970.0,Port Phillip,-378.522,1.449.678,Southern Metropolitan,2019.0,Port Phillip
Middle Park,15 McGregor St,2,h,1690000,VB,Buxton,13/08/2016,4.1,3206,2,1,1.0,145,1970.0,Port Phillip,-37.852,1.449.654,Southern Metropolitan,2019.0,Port Phillip
Middle Park,81 Carter St,2,h,1020000,S,Cayzer,14/05/2016,4.1,3206,2,1,1.0,107,1900.0,Port Phillip,-378.468,1.449.612,Southern Metropolitan,2019.0,Port Phillip
Middle Park,50 Park Rd,2,h,1515000,S,Marshall,14/05/2016,4.1,3206,3,1,0.0,98,1970.0,Port Phillip,-378.541,1.449.665,Southern Metropolitan,2019.0,Port Phillip
Middle Park,6/82 Patterson St,2,u,700000,SP,Greg,16/04/2016,4.1,3206,2,1,1.0,0,1970.0,Port Phillip,-378.556,1.449.669,Southern Metropolitan,2019.0,Port Phillip
Middle Park,76 Harold St,3,h,2255000,S,Cayzer,18/06/2016,4.1,3206,3,1,1.0,288,1900.0,Port Phillip,-378.507,1.449.591,Southern Metropolitan,2019.0,Port Phillip
Middle Park,82 Harold St,3,h,2005000,S,RT,18/06/2016,4.1,3206,3,1,0.0,220,1970.0,Port Phillip,-378.508,1.449.589,Southern Metropolitan,2019.0,Port Phillip
Middle Park,8/49 Patterson St,2,u,702000,SP,Marshall,18/06/2016,4.1,3206,2,1,1.0,0,1970.0,Port Phillip,-378.549,1.449.662,Southern Metropolitan,2019.0,Port Phillip
Middle Park,287 Richardson St,4,h,2255000,S,Marshall,19/11/2016,4.1,3206,4,2,1.0,182,1900.0,Port Phillip,-378.518,1.449.663,Southern Metropolitan,2019.0,Port Phillip
Middle Park,15 Fraser St,2,h,1025000,S,Marshall,23/04/2016,4.1,3206,2,1,0.0,123,1910.0,Port Phillip,-378.551,144.968,Southern Metropolitan,2019.0,Port Phillip
Middle Park,33 Nimmo St,2,h,1920000,S,Marshall,25/02/2017,4.1,3206,2,1,0.0,152,1910.0,Port Phillip,-378.498,1.449.628,Southern Metropolitan,2019.0,Port Phillip
Middle Park,171 Ashworth St,3,h,2255000,S,Greg,26/07/2016,4.1,3206,3,2,2.0,181,2010.0,Port Phillip,-378.536,1.449.625,Southern Metropolitan,2019.0,Port Phillip
Middle Park,82 Hambleton St,3,h,1500000,VB,Cayzer,27/06/2016,4.1,3206,3,2,1.0,151,1880.0,Port Phillip,-37.847,1.449.594,Southern Metropolitan,2019.0,Port Phillip
Middle Park,98 Harold St,2,h,1630000,SP,Marshall,27/11/2016,4.1,3206,2,1,0.0,152,1915.0,Port Phillip,-378.513,1.449.586,Southern Metropolitan,2019.0,Port Phillip
Middle Park,141 Richardson St,3,h,1910000,PI,Greg,28/08/2016,4.1,3206,3,1,3.0,217,1900.0,Port Phillip,-378.474,1.449.582,Southern Metropolitan,2019.0,Port Phillip
Mont Albert,371 Elgar Rd,2,h,1320000,SP,Lindellas,03/09/2016,11.8,3127,2,1,1.0,613,1950.0,Whitehorse,-378.238,1.451.135,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,17 Rowland St,4,h,2255000,S,Jellis,03/09/2016,11.8,3127,4,2,2.0,1334,1970.0,Whitehorse,-37.82,1.451.118,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,50/781 Whitehorse Rd,2,u,750000,S,RW,04/02/2016,11.8,3127,2,2,2.0,0,2003.0,Whitehorse,-378.161,1.451.098,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,48 Kenmare St,3,h,2255000,SP,Fletchers,07/11/2016,11.8,3127,3,3,2.0,1149,1920.0,Whitehorse,-37.812,1.451.095,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,105/766 Whitehorse Rd,2,u,665000,S,hockingstuart,10/12/2016,11.8,3127,2,2,2.0,1291,1970.0,Whitehorse,-378.167,1.451.118,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,42 View St,4,h,2200000,S,Jellis,13/08/2016,11.8,3127,4,2,2.0,931,1930.0,Whitehorse,-378.226,1.451.103,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,4/1 Nangnak La,2,t,660000,PI,Changing,14/05/2016,11.8,3127,2,2,1.0,146,1970.0,Whitehorse,-378.157,1.451.101,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,7/27 High St,3,t,1310000,S,Fletchers,15/10/2016,11.8,3127,3,2,2.0,330,2001.0,Whitehorse,-378.167,145.107,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,6/41 Zetland Rd,2,u,540000,S,hockingstuart,15/10/2016,11.8,3127,2,1,1.0,0,1960.0,Whitehorse,-378.172,1.451.114,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,12 Rostrevor Pde,4,h,2255000,S,Kay,18/03/2017,11.8,3127,4,2,2.0,813,1938.0,Whitehorse,-378.118,1.451.065,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,55 View St,4,h,2000000,S,Fletchers,18/06/2016,11.8,3127,3,2,1.0,626,1929.0,Whitehorse,-378.197,1.451.106,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,53/781 Whitehorse Rd,2,u,725000,VB,Jellis,19/11/2016,11.8,3127,2,2,2.0,0,2005.0,Whitehorse,-378.161,1.451.098,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,2/3 Inglisby Rd,2,h,666000,S,Nelson,26/07/2016,11.8,3127,2,1,1.0,0,1970.0,Whitehorse,-378.147,1.451.032,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,26 Serpentine St,3,t,1200000,S,Jellis,27/06/2016,11.8,3127,3,2,2.0,255,2000.0,Whitehorse,-378.192,145.111,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,47 Zetland Rd,3,h,1564000,S,Jellis,27/11/2016,11.8,3127,3,2,2.0,640,1950.0,Whitehorse,-378.173,1.451.123,Eastern Metropolitan,2079.0,Whitehorse
Mont Albert,11/781 Whitehorse Rd,2,u,520000,VB,hockingstuart,28/05/2016,11.8,3127,2,1,1.0,0,2005.0,Whitehorse,-378.161,1.451.098,Eastern Metropolitan,2079.0,Whitehorse
Moonee Ponds,504/26 Shuter St,3,u,670000,S,Nelson,03/09/2016,6.9,3039,3,2,2.0,0,2000.0,Moonee Valley,-377.672,1.449.209,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,90 Clarinda Rd,4,h,1715000,S,Frank,03/12/2016,6.9,3039,4,2,3.0,668,1970.0,Moonee Valley,-377.633,144.908,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,21A Scotia St,3,h,1055000,S,Nelson,03/12/2016,6.9,3039,3,2,2.0,0,2009.0,Moonee Valley,-377.688,1.449.054,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,5/40 Young St,2,u,348000,S,Nelson,03/12/2016,6.9,3039,2,1,1.0,0,2007.0,Moonee Valley,-377.677,1.449.221,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,69 Aberfeldie St,4,h,1780000,S,Brad,04/03/2017,6.9,3039,4,3,2.0,615,1920.0,Moonee Valley,-377.617,1.449.052,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,43 Chaucer St,3,h,1440000,S,Nelson,04/03/2017,6.9,3039,3,2,1.0,287,1880.0,Moonee Valley,-377.698,1.449.214,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,14 Scotia St,4,h,1225000,SP,Nelson,04/03/2017,6.9,3039,4,1,1.0,388,1920.0,Moonee Valley,-377.692,1.449.057,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,5 Bent St,4,h,1445000,S,Nelson,07/05/2016,6.9,3039,3,3,2.0,384,1920.0,Moonee Valley,-377.617,1.449.272,Western Metropolitan,6232.0,Moonee Valley
Moonee Ponds,82 Argyle St,3,h,990000,PI,Hodges,07/11/2016,6.9,3039,3,1,2.0,328,1900.0,Moonee Valley,-377.658,1.449.077,Western Metropolitan,6232.0,Moonee Valley
